iid:1|1|0.781748790240068|-0.143358750973615|1.6440846054412
iid:2|0|-2.48105783599817|-0.321652652164867|-0.961409755880533
iid:3|1|2.00572384021719|1.59965788450052|-1.78319908390912
iid:4|0|0.55123511066974|2.25845992354199|-1.95994595957918
iid:5|1|1.86834511734038|3.40374252405924|1.21507028800259
iid:6|0|1.83339119451479|-1.92519393415095|-2.14184015090325
iid:7|1|0.68329827279226|1.50629332341335|1.85979015166125
iid:8|0|1.60597335010923|-0.405376922678082|-2.12933212691005
iid:9|1|-0.512239400324754|-1.23397124222513|1.39155854514592
iid:10|0|0.718687798787602|-4.17742292307905|-0.803743310883946
iid:11|1|2.35845807897774|2.47562930305086|-1.5883904439604
iid:12|0|-1.48703167375471|-2.60958517154424|-0.265650426030025
iid:13|1|0.939396325127022|0.857269588257443|1.70053545208986
iid:14|0|-0.912100230851933|-2.6083616015059|-2.18321870975402
iid:15|1|1.19030121571687|-0.0549880038075836|-0.136900892964501
iid:16|0|-1.88914090481833|-0.347975096968331|-1.0421654091692
iid:17|1|1.49093317710029|1.66320348539907|0.216803804978289
iid:18|0|-0.929668215893118|0.975133294582366|-0.78126361576904
iid:19|1|-0.407536432970402|2.02949420321868|2.30573298878026
iid:20|0|-1.79310636957608|-0.46020926772809|-0.895545268057265
iid:21|1|0.352447165417546|1.15035026673342|5.10361434146228
iid:22|0|-2.38690376964037|1.26296851796013|0.354357977559502
iid:23|1|-0.41170363553228|4.51588894595485|-1.61906335278847
iid:24|0|-1.01780921477626|4.53303651883727|-1.46682173072121
iid:25|1|1.26273949431905|1.34939053395768|0.0564780530228828
iid:26|0|-2.4415555248068|-4.81028498771214|-2.49687183226525
iid:27|1|-0.398710386741058|2.71391595794196|2.32536093066503
iid:28|0|-1.45081553497993|-6.82213449819564|-0.884954675749948
iid:29|1|1.58735286945645|0.587981864649992|0.787132755792439
iid:30|0|0.87005476981404|0.393458386482846|-2.19697002361205
iid:31|1|0.904155535468282|3.0926003427773|-0.89713942480193
iid:32|0|-4.89070541375883|-0.670638779038075|-0.90637104903565
iid:33|1|2.92221849322765|-0.329226366837286|0.441389738403169
iid:34|0|-3.25629335191127|0.321647928433216|-1.66368759004461
iid:35|1|1.84279177299062|0.944433671234977|1.6676820164701
iid:36|0|-2.72814735571466|3.04899622115547|-2.05455922549047
iid:37|1|-0.119284582769776|1.63794191972452|-0.411980826713405
iid:38|0|-2.00732009572973|-6.40985840109626|-0.982672882016525
iid:39|1|0.261666873165331|2.0930735522179|3.12791694548571
iid:40|0|-3.54613358690461|2.60518811355416|-2.84091329360665
iid:41|1|0.970676668028074|3.65550774779889|0.185444084996479
iid:42|0|-3.15268546096248|0.601406715726796|-0.641730821795171
iid:43|1|-0.33749690673738|2.87442993046866|0.445523190244674
iid:44|0|-1.99780608448384|4.72263487896336|0.210485149956266
iid:45|1|0.820352152085648|3.07363445743231|2.57583316311809
iid:46|0|0.20597444834803|-6.08927668120768|-0.371078641563442
iid:47|1|-0.214785267229852|-0.48417725730104|-1.4094950800189
iid:48|0|0.424768557537801|0.989045043734619|0.388967820054659
iid:49|1|-1.15617737807705|0.951223450179116|1.03481916919721
iid:50|0|-2.9990179102583|-4.17158736012977|-0.654373074891721
